Write it!	Scrivila!
Let’s write it!	Scriviamola!
Write it! (pl.)	Scrivetela!
Wake up!	Svegliati!
Let’s wake up!	Svegliamoci!
Wake up! (pl.)	Svegliatevi!
Read it!	Leggilo!
Let’s read it!	Leggiamolo!
Read it! (pl.)	Leggetelo!
Write it!	La scriva!
Write it!	La scrivano!
Wake up!	Si svegli!
Wake up!	Si sveglino!
Read it!	Lo legga!
Read it!	Lo leggano!
Don’t write it!	Non la scriva!
Don’t wake up!	Non si svegli!
